P18	CDKN2C
BAZ1A	BAZ1B, BAZ2A, BAZ2B, SMARCA5, POLE3, CHRAC1, SMARCA5, SATB1
SEC63	SEC62
DDX19B	ATPase
KLF8	CTBP2
MGAT4B	MGAT4A
CYP4F8	CYP4F12
DHRS1	PLSCR1
COX5B	COX5A, Bcl-2
COX6A1	COX6A2
SCGB3A2	TITF1, SFTPA1
SH2D1B	SLAMF1
TWIST2	SREBF1
NEU4	PLSCR1
TCP10L	C21orf59
TNT	RDX, RDX, RDX, RDX
TRF	TRF1
Z	zeta
CBS	PBS, EMI, PBS
SDH	SDHA, SDHB, SDHC, SDHD
NaN	AMD, SPARC
Protease	neuroserpin
Mast	MAST1, MAST2
Yeti	MT-RNR1
Goofy	GBA
ESPN	NFL, BMX
MALSU1	GPNMB, IGF2BP3
CCDC90B	PCF11, ANKRD42, DLG2
SNX6	PIM1, TRAF4
PIP5K3	PIKFYVE
C20orf23	KIF16B
HS1BP3	HCLS1
PXK	ATP1B1, ATP1B3
PROM1	CD133
MYH15	myosin
MYH13	myosin
MYH7B	myosin
SMN2	SMN1
DEAR1	TRIM62
Rhes	RASD2
HRD1	SYVN1
Wikipedia:Articles for deletion/Peace Selector (song)	Wikipedia:Articles for deletion/Peace Selector (song), Wikipedia:Articles for deletion/Peace Selector (song)
MKP5	DUSP10
EDG1	S1PR1
GLRX5	ACO1, NKH
EDG5	S1PR2
WSTF	BAZ1B
EDG2	LPAR1
EDG4	LPAR2
EDG7	LPAR3
EDG3	S1PR3
EDG6	S1PR4
EDG8	S1PR5
PRKDC	DNA-PKcs
BIGH3	TGFBI
LIT1	KCNQ1OT1
SOX1	SOX3, SOX2
IRX3	NKX2-2
IRX1	NRF1, BLAST, p21, IRX2, IRX3, IRX4, IRX5, IRX6
MKX	homeobox
SF-1	SF1
Wikipedia:Peer review/List of Olympic medalists in softball/archive1	Wikipedia:Peer review/List of Olympic medalists in softball/archive1
MTHFD1L	MTHFD1
FTHFSDC1	MTHFD1L
MTC1THFS	MTHFD1L
TMEM126B	NDUFAF1, ECSIT, ACAD9, ACAD9, CIA30, ECSIT, DLG2, TMEM126A, CREBZF, ECSIT, NDUFAF1, NDUFC2, NDUFA13
CIAS1	NALP3
OATP-C	SLCO1B1
OATP1B1	SLCO1B1
SLC21A6	SLCO1B1
DNAM-1	CD226
DNAM1	CD226
CD96	CD226, CD155, CD226
ILT1	LILRA2
ILT6	LILRA3
ILT2	LILRB1
CD85	LILRB1, LILRA1, LILRA2, LILRA3, LILRA4, LILRB1, LILRB2, LILRB3, LILRB4, LILRB5, ILT8, ILT9, ILT10, ILT11
ILT4	LILRB2
MIR10	LILRB2
ILT5	LILRB3
ILT3	LILRB4
ILT7	LILRA4
CD85g	LILRA4
HM31	LILRA3
HM43	LILRA3
MIR7	LILRB1
CMKOR1	ACKR3
ARMCX6	ARMCX1, ARMCX2, ARMCX3, ARMCX4, ARMCX5
KIAA0895L	EXOC3L, E2F4, NOL3, HSF4, KIAA0895
K-Ras	KRAS
SERPINF1	PEDF
NBPF10	NOTCH2NL, SEC22B, TXNIP
PDE4DIP	Myomegalin
IQSEC3	SEC7, IQSEC1
EBI2	GPR183
AKAP450	AKAP9
AKAP350	AKAP9
SPGY	DAZ1
TSPY	TSPY1
AITR	TNFRSF18
ACAT2	TCP1
FAM107B	UBF1
RHAU	DHX36, helicase
RNASEH2A	RNASEH2B, RNASEH2C
GATA-1	GATA1
WNT10A	WNT6
HD6	DEFA6
HNP1	DEFA1
HNP-1	DEFA1
HNP-3	DEFA1
HNP-4	DEFA4
HD-5	DEFA5
HD-6	DEFA6
NLRX1	RIG-I
NLRP10	PYCARD
NWD1	APAF1
NALP10	NLRP10
NALP9	NLRP9
NALP8	NLRP8
NALP7	NLRP7
NALP6	NLRP6
NALP5	NLRP5
NALP4	NLRP4
NALP2	NLRP2
NALP1	NLRP1
NALP11	NLRP11
NALP12	NLRP12
NALP13	NLRP13
NALP14	NLRP14
ZIP1	SLC39A1
CEP97	CP110
MTG8	RUNX1T1
KRAS2	KRAS
POPDC2	HCN4, KCNK2
NFE2L3	NFE2L2, NRF1, NFE2L1, NFE2L2
Wikipedia:Articles for deletion/Bummer (2nd nomination)	Wikipedia:Articles for deletion/Bummer (2nd nomination)
ADAMTS-13	ADAMTS13
53BP1	TP53BP1
DTDST	SLC26A2
QR2	NQO2
TEF-1	TEAD1
MUM1	IRF4
GPRP	GPS
Pcp	PCP
RNF24	TRPC6
A2BP1	RBFOX1
SHOX2	homeobox
MYHSA2	MYH2
GEMIN8	snRNP, SMN1
SMC1B	REC8, SMC3
ADAM7	ADAM2, ADAM3
ARL6IP4	RAC1
GIPC3	GIPC1, GIPC2, FZD3, TGFBR3, ITGA6, TPBG, RGS19, GIPC1, GIPC2
STARD8	EFNB1
TXNDC13	TMX4
TXNDC1	TMX1
TXNDC4	ERP44
TXNDC10	TMX3
XLF	XRCC4
Evf-2	DLX6-AS1
CDKN2BAS	CDKN2B, SUZ12
SOX2OT	SOX2
VAC14	FIG4
KCNQ1DN	CDKN1C, KCNQ1
HOTAIRM1	HOXA1, HOXA2
PCGEM1	p21
ZEB2-AS1	ZEB2
PRRC2A	BAT2
HED	Hed
P2Y2	P2RY2
P2Y4	P2RY4
P2Y5	LPAR6
P2Y6	P2RY6
P2Y8	P2RY8
P2Y9	LPAR4
P2Y10	P2RY10
P2Y11	P2RY11
P2Y13	P2RY13
P2Y14	P2RY14
ASPP2	TP53BP2
ZNF184	TRIM28
TMEM229B	PIGH
KIAA0895	ELMO1, AOAH, KIAA0895L
LRRN3	LRRN1, LRRN2, LINGO1
PTS1R	Pex14p
QRICH1	ATXN1, ATF7IP, ATXN1, ATF7IP
IGK	IGK@
C3orf14	FHIT
FAM135B	FAM135A, COL22A1, KCNK9, HTATIP
C14orf102	RNPS1
FAM43A	PAK2, DLG1
C9orf64	HNRPK, RMI1
LRRC40	BLAST, LRRC7, SRSF11, CDC5L, SNW1
ZNF300	C16orf71
COL26A1	EMID2
CXorf36	CASK, C3orf58
BTEB5	KLF14
EKLF	KLF1
LKLF	KLF2
GKLF	KLF4
BTEB2	KLF5
IKLF	KLF5
ARHGAP31	CDC42, RAC1
KLF15	AKR1C3, BMPER, BMPER, LRP5, MEF2A, GLUT4, CTGF, TGFbeta, ACSS1, E2F1, E2F1, GATA4, BCAT2, FBXO32, SMURF1, EP300, KCNIP2
SPRED1	SPRED2, SPRED2, SPRED3, SPRY1, SPRY2, SPRY3, SPRY4
EVI1	MECOM
PRDM3	MECOM
MED29	MED11, MED28
AP4E1	AP4B1, AP4M1, AP4S1
AP4S1	AP4B1, AP4E1, AP4M1
CEP110	CNTRL
CP110	CCP110
DEC2	BHLHE41
SNX18	SNAG1
SNX23	KIF16B
SNX28	NOXO1
CC1	CC-1
MMP-9	MMP9
MMP-2	MMP2
NRAMP1	SLC11A1
CD274	PD-L1
PIDD	LRDD
PTBP2	PTBP1
MURR1	COMMD1
E4BP4	NFIL3
FNDC5	PPARGC1A
L-SIGN	CLEC4M
VAP-1	AOC3
HPAO	AOC3
WBSCR9	BAZ1B
FOLR	FOLR1, FOLR2
MEX3D	Bcl-2
SFRS10	TRA2B
C14orf100	JKAMP
HOXA2	homeobox
PCDHX	PCDH11X
KCNJ1	ROMK
PCDHY	PCDH11X
TORC1	CRTC1
B7.1	CD80
B7-1	CD80
B7.2	CD86
B7-2	CD86
DNAPTP6	SPATS2L
SLX4	RAD10
VIGR	GPR157
IGHV	IGHV@
SPINK6	KLK5, KLK7, KLK14, SPINK5, SPINK9
RFPL3-AS1	RFPL3
SMAD5-AS1	SMAD5
L-FABP	FABP1
DJ-1	PARK7
ST7-AS1	ST7
ST7-AS2	ST7
ST7-OT3	ST7
ST7-OT4	ST7
Rpn2	RPN2
HOXC12	homeobox
WT1-AS	WT1
MEGF10	MEGF11
ZFAT-AS1	CD19
AF5Q31	MCEF
B7-H3	CD276
NECAB2	EFCBP2
SESN1	SESN2
E6-AP	UBE3A
PrP	PRNP
DIS3L1	DIS3L
KDM5B	JARID1B
ERP5	PDF
RALDH2	ALDH1A2
PSP2	RBM14
RPB2	POLR2B
FMNL3	FMNL1, FMNL2
FOXA1	GATA3, GATA3
CARD14	BCL10
Hsp20	HSPB1, HSPB2, HSPB3, CRYAA, CRYAB, HSPB6, HSPB7, HSPB8, HSPB9, HSPB10
NGFI-A	EGR1
TIS8	EGR1
YPEL3	VHL, BRCA1
DPM2	DPM1
ALG14	ALG13
ALG13	ALG14
NPR	PBS, PBS
PBS	CBS, ESPN, IRS, NPR
EHHADH	HSD17B4
XPNPEP3	TNFR2, JNK1, JNK2, NPHP6, TNF
Trif	TRIF
IRAK-4	IRAK4
MST2	STK3
MOB1B	MOBKL1A
SPRED3	SPRY1
MDH1	CARM1, NADPH
JNK1	MAPK8
SPRY4-IT1	SPRY4
DLG7	DLGAP5
HOTTIP	WDR5
GF1	GATA1
MKP3	DUSP6
CGBP	CXXC1
PCCX1	CXXC1
FBXL11	KDM2A
Wikipedia:Miscellany for deletion/Talk:Floodwall net 120 260.jpg	Wikipedia:Miscellany for deletion/Talk:Floodwall net 120 260.jpg
HTATIP	KAT5
SPINK5	LEKTI
CARMA1	CARD11
CARMA3	CARD10
ANKK1	DRD2
TBX20	GATA4, NKX2-5
TUC338	PCBP2
AP-1	AP1
DLG2-AS1	DLG2
MART1	MLANA
UBA2	SAE1, SAE1, UBE2I
INTS12	POLR2A, RNU1, RNU2
NEPH1	KIRREL
KIRREL3	KIRREL, KIRREL2, nephrin, CASK, KIRREL
HAPLN2	HAPLN1
FOXJ1	P53, PITX2
IL20	IL-20
STARD4	SREBF2, STARD5
Cst	CST
HSD17B5	AKR1C3
HYMAI	PLAG1
FANCP	SLX4
BTBD12	SLX4
NROB1	DAX1
SRGAP2	SRGAP2C
ATP8B3	ATPase
T1R3	TAS1R3
MYLPF	myosin
PAM16	DNAJC19, HSPA9, ATPase, PAM18, DNAJC19, TIMM17A, FEZ1, TRIM25, MARC1
TUSC4	NPRL2
NDUFA4	UBL4A, CUL3, PARK7
PLD3	PLD2, LAMP1, LAMP2, PLD2
NOP5/NOP58	NOP58
FLVCR2	FLVCR1
ABAT	homodimer
CAGH44	FOXP2
SPCH1	FOXP2
TNRC10	FOXP2
NBPhox	PHOX2B
TBX4	FGF10, FGF8
ALX3	homeobox
LSMEM1	IFRD1, MECOM
C3orf70	PSORT
C7orf31	KLHL40
NUBPL	NDUFS1, NDUFV1, NDUFS3, NDUFA13, DNAJB11, MTUS2, RNF2, UFD1L
C1orf173	CRISPLD2, GIMAP4, MDM2, SLC45A4, TAF5L, TLE3, TTC23, C1orf146
C1orf131	GNPAT
ERICH3	C1orf173
TMCO6	UBQLN1
C12orf40	DYNLL2
PDPR	BLAST
BRD9	BRD7
FAM129C	FAM129A
C6orf201	proteins, SRPK1, TMEM106B
FAM166B	TESK1
WDR90	RHOT2, ASH2L
CCDC176	ALDH6A1, ENTPD5, LIG4, NRF1, HYLS1
THOC4	ALYREF
UAP56	BAT1
SLC2A3	GLUT3
SLC2A5	GLUT5
C9orf84	UGCG, ETS1
DMAC1	PTPRD
ADGRG7	GPR128
C1orf74	IRF6
UQCRQ	UQCRC1, UQCRC2, UQCRH, CYC1, UQCRC1, ERCC8, GRINL1A, XRCC3, RAB7A, HNRNPA1L2, CDC73, NLRP3, HAUS2, TMEM248, GOLT1B
C11orf52	HSPB2, CRYAB
FAM71D	FAM71A, FAM71B, FAM71C, FAM71E1, FAM71F1, FAM71F2, MPP5, GPHN, TMEM48, ASNA1, IZUMO1, SF3B2
RNF115	ZNF364
HEBP1	FPRL2
OMA1	OPA1
ACO2	PRSS15, ISCU
BinCARD	NF-kappaB, BCL10
NDUFAB1	PALB2
ACAD10	P2RY8, NDUFA10, NTRK3, SLC2A12, LPAR4, PTH1R, COLEC10, MAS1, CD79A
MUL1	JNK, CD47, DNM1L, MAP3K7, DDX58, RIG-I, IFN, DNM1L, MAP3K7, MFN1
ACOT13	hexokinase
FASTKD1	STARD4, CAMSAP1, PCGF6, SH3RF3
ACOT1	hexokinase
FASTKD2	ITGB3BP, AKR1C1, IRF2BP2
FASTKD5	FASTKD2, DHX30, GRSF1
FAM162A	HIF1A, Hsp90, AIFM1, Hsp90, HIF1A
RMDN3	PTP1B, PTP1B, TCPTP, Raf-1, VAPB
SFRS13A	FUSIP1
TXNDC3	NME8
SLC5A2	SGLT2
C1orf149	MEAF6
C1orf124	SPRTN
C1orf19	TSEN15
KMT1C	EHMT2
JMJD2C	KDM4C
GEMIN3	DDX20
Wikipedia:Articles for deletion/Riette Burdick	Wikipedia:Articles for deletion/Riette Burdick
FOX2	RBM9
RBFOX2	RBM9
C7orf11	MPLKIP
EMC2	TTC35
JNK3	MAPK10
CCK1	CCL28
LRIF1	RIF1
C4orf16	AP1AR
SRGAP2C	SRGAP2, SRGAP2B, SRGAP2D
C9orf72	SOD1, TDP-43, TDP-43, SQSTM1, ELAVL1, ADARB2
POTEB	APOBEC1
HE4	WFDC2
EDDM4	WFDC2
WAP5	WFDC2
FHM2	ATP1A2
MRP1	ABCC1
RNASEH2B	RNASEH2A, RNASEH2C
ACOT6	hexokinase
MYL12B	ATPase
KAT6B	MYST4
FKBP7	PPIase
MUC-1	MUC1
ICB-1	C1orf38
TBR-1	TBR1
TES-56	TBR1
TRBP	TARBP2
CCDC8	OBSL1
IDH1	IDH2, IDH2, IDH3A, IDH3B, IDH3G, homodimer
P53R2	RRM2B
MTDPS8A	RRM2B
MTDPS8B	RRM2B
ISGF3G	IRF9
TIGIT	CD155, CD112, CD226, PD-1, PD-1, PD-1, PD-1
IL1RL1	IRAK1, IRAK4, TRAF6
UCHL2	BAP1
SERPINA2	SERPINA1
ORC2L	ORC2
ORC6L	ORC6
MIC2	CD99
EXOC3L2	EXOC4
GcMAF	lymphokine
ARGLU1	MED1
EHMT1	MYC
NKG2D	GRB2, VAV1, TYROBP, GRB2, VAV1, TYROBP, ZAP70, MICB, RAET1E, RAET1G, ULBP2, ULBP1, RAET1L, ULBP3
LIG3	LIG1, LIG4, PARP1, XRCC1
LIP6	DNAJC14
CRD-BP	ZBP1, IGF2BP1, CD44, IGF2
AQP6	AQP2, AQP5
TPL2	MAP3K8
S100A15	S100A7
MR1	PNKD
HLXB9	MNX1
RASSF9	PLCE1, RASSF7, HRAS, RASSF2, MLLT4, RALGDS, MLLT4, RIN1, BLOC1S2, RAB11A
CAP350	CEP350
SCYL1BP1	GORAB
CGI58	ABHD5
SNAP-25	SNAP25
TM4SF2	TSPAN7
IQSEC2	ARF1
GJA7	GJC1
GJE1	GJC3
GJD2	GJB2
C7orf38	FAM200A
ZAP-70	ZAP70
TECTB	TECTA
HEPACAM	HEPN1
SNRNP200	ASCC3L1
ORC1	MYST2, CDC6, MCM2, MCM4, MCM6, MCM7, MYST2, ORC2, ORC4, ORC5, SKP2
PI12	SERPINI1
SLC2A2	GLUT2
T-bet	TBX21
IPLA2-VIA	PLA2G6
NUBP2	NUBP1
DCAF17	CUL4A, DDB1
RAB7	RAB7A
FAM83H	WDR72, MMP20
WHRN	DFNB31
GBA3	GBA2
EAP1	IRF2BPL
NOBOX	homeobox
PDSS2	PDSS1
CD32B	FCGR2B
MONA	Mona
CEP90	PIBF1
DLK	MAP3K12, DLK1
RAMP1	CALCRL
RAMP2	CALCRL
RAMP3	CALCRL
TCF7L2	BCL9, BCL9, HBP1, GLP-1, TCF4
TCF4	SSTR2
CCR-5	CCR5
MYO7A	myosin
KCNE2	KCNQ1, SLC5A3, KCNQ1, KCNE3, KCNE1, KCNE3, KCNQ1
TIRAP	MAPK1, MAPK3, JNK
TLR7	TLR8, STAT1
TLR5	MYD88, IRAK4, IRAK1, TRAF6, TLR4, RANKL, TLR2
TLR4	LY96, CD14, CD14, CD14, MYD88, TIRAP, TRAF6, MAP3K7, IKBKG, TRIF, IRF3, TRAF3, TOLLIP, RAB11A, CCL2, CCL5, VEGF, STAT3, TLR2, IL1B
CIITA	RFX5, MAPK1, RFX5, RFXANK, XPO1, ZXDC
SCN4A	Nav1.4
SCN5A	Nav1.5
SCN9A	Nav1.7
SUR1	ABCC8
AGX	AGXT
SLC7A9	SLC3A1
AF-1	AF1
NBR2	BRCA1, AMPK
MCOLN1	MCOLN2, MCOLN3
SLC19A2	SLC19A1
OATP1B3	SLCO1B3
CCDC47	NRF1
CXorf66	SOX3, ZBTB8A, TESK2, TBCK, USP48, PTPN22, PSPH, PSORT
LMTK1	AATK
AATYK	AATK
TMEM106C	COL2A1, TMEM106A, TMEM106B
ZNF280D	SUHW4
C7orf25	PSMA2, HECW1, MRPL32, PLAG1, MZF1, STAT1, RBP2, BPTF, ZNF35, BLAST, FRA10AC1, TUBB1, PSMA2
DEPDC1B	BRCC3, PDE4D, KRT8P31, PART1, CREB, NRF1, ETS1, ECT2, DEPDC1A, DEPDC7
KIAA1841	PEX13, SRPK1
EVI5L	EVI5, RABGAP1, TBC1D4
SDHAF2	SDHA, SDHA, SDHA, SDHA, IMMT, SUCLG2, SSX2IP
IDDM11	HLA-DQB1, NEUROD, GALNT3, HOXD8, CTLA-4, CD28, ENSA, RGS6
NKp30	NCR3
BHLHB3	BHLHE41
SHARP1	BHLHE41
TNSALP	ALPL
MIR194-1	Dicer
KIAA0562	CEP104
CCDC22	COMMD1
TORC2	CRTC2
ADAMTS17	ADAMTS19
A2ML1	KLK7
SFI1	CETN2
KLRK1	NKG2D
SARAF	TMEM66
SIK2	SNF1LK2
GPR30	GPER
DEFB106	DEFB106A
NACC1	BTBD14B
NAC1	NAC-1
MIR561	Dicer
LSD1	KDM1A
SCN10A	Nav1.8
FAM47E-STBD1	FAM47E, STBD1
SKA2	SKA3
MBNL	MBNL1, MBNL2, MBNL3
SLC9B2	ATPase
TREK-1	KCNK2
TASK-3	KCNK9
CDKN2B-AS1	CDKN2BAS
OCT3	SLC22A3
KIF15	KIF11, KIF23, TPX2
PRDM9 (gene)	PRDM9
C1orf164	RNF220
EPAC	RAPGEF3
PSCD1	CYTH1
PSCD2	CYTH2
PSCD3	CYTH3
PSCD4	CYTH4
TRIP2	MED1
CLK-1	CLK1
ZXDC	CIITA, ZXDA
SFRS18	PNISR
RASGRP4	HRAS
DKK-1	DKK1
DEPDC6	DEPTOR
INAVA	BLAST
Wikipedia:Articles for deletion/Texas College Republicans	Wikipedia:Articles for deletion/Texas College Republicans
PA26	SESN1
HNP3	DEFA1
MAGEA5	MAGEA10
WDHD1	WDHD1, CTBP1
Gayle Mill, North Yorkshire	BBC2
LFA-2	CD2
IHBC	INHBC
FAM46C	FAM46A, CD71
GLIS1	CAMK4, Oct-4, SOX2, KLF4, FOXA2, GATA4, NKX2-5, LIN28, IGFBP2, JAG1, FZD10
HGPS	LMNA, ROBO3
ABCE1	ATPase
UBE1	UBA1
V-1	V1
CHST15	GALNAC4S-6ST
QRICH2	ATPase, ATPase, PRPSAP1, TSSC1, GAPDH, NUP98, SNAI1, NCOR1, ANAPC11, PER1
GC-1	GC1
ANO3	DYT23
DCTN6	DCTN4, DCTN5
FGFR1OP2	RBP2, PLAG1, KLF7, PLAG1, WT1, SPI1, KLF7, TBX20, STAT3, STK24, TRAF3IP3, PPP2R1A, STRN, FAM40A, PDCD10, MST4
ANGPTL8	ANGPTL4, ANGPTL4, ANGPTL3, ANGPTL4
C13orf1	SPRYD7
C13orf8	CHAMP1
C16orf48	ENKD1
C19orf29	CACTIN
CORO6	CORO1A, CORO1B, CORO1C, CORO2A, CORO2B, CORO7
C10orf76	NFYB, CCR5, NSBP1, BLAST, HPS6, KCNIP2, SYMPK, SYMPK, NFYB, CCR5, NSBP1, BLAST
C10orf4	FRA10AC1
RUFY2	EPHA3
CCDC130	snRNP, BLAST, EEF1A1, NINL, TRAF2, ZBTB16, ZNF165, ZNF24, GATA5, CDC40, DGCR14, PRPF19
PLEKHM3	GDAP1
SNED1	NRXN1
QSER1	WT1, EGR1, E2F3, E2F4, PLAG1, MZF1
MASP-2	MASP2
PC1	PC-1
SH3D21	TP63, BLAST
SFSWAP	CD45
ZGRF1	UPF1, IGHMBP2, MOV10, SETX, DNA2, CREB, E2F-1, DNA2, IGHMBP2, SETX, helicase
FAM203B	BYSL, GINS1, DKC1, TXNDC12, PWP2, IMP4, NIP7
SLC41A1	MgtE
KIAA0802	SOGA2
C20orf117	SOGA1
FAM214A	MFSD6L
CCDC94	EBI3
CCDC82	VHL, EWSR1
FAM149A	PRKAG1
CABC1	ADCK3
TMEM8A	C9orf127, ALPL, NDUFS5, NME4, MACF1
MXD3	MYC
PIEZO1	PIEZO2, PIEZO2
RGP3	RGS3
LFA-3	CD58
PP13	LGALS13
NFKBID	NFKB1, NFKB2, RELA, REL
BRAT1	BRCA1
FASTKD3	FASTKD2, ACADVL, ECHS1, HADHA, HADHB, ACAA2, MCCC1, MCCC2, GLUD1, HIBADH, PYCR1, PYCR2, ALDH18A1, SHMT2, IDH3A, IDH2, SUCLG2, DLST, NDUFS1, SDHA, ATP5A1, ETFA, ETFB, LRPPRC, DHX30, PNPT1, TUFM, GFM1, IARS2, MRPS22, TARS2, MRPS2, PTCD1, MTO1, MRPS31
TAF1D	TAF1A, TAF1B, TAF1C
FAN1	SLX4
CK5	CD
RANBP5	IPO5
IL22RA1	IL10RB, IL28RA
MYF5	MRF4
MYF6	MYF5
ERAP2	TPP2
PHACTR1	VEGF, VEGFR1, ADAMTS7
ZBTB48	MTP18, CDKN2A
IL1F6	IL36A
IL1F8	IL36B
IL1F9	IL36G
SLC25A5	homodimer, TFIIH, MMS19, XPD, ANT1, TRAIL, SIRT4
TNCY	HBG2
SGK1	SGK, SGK3, SGK3, KCNE1, RAB11A, RAB11A, MAPK7, NEDD4
FBLN3	EFEMP1
Wikipedia:Articles for deletion/Maurice Langham	Wikipedia:Articles for deletion/Maurice Langham
DVLP	ARIA
RASEF	Rho
1987 Suzuka 500 km	SARD, SARD
ABHD6	ABHD12
NBEAL1	NBEAL2, WDFY3, LRBA
CNOT4	CNOT1
LACTB2	CPSF3, NCOA2
PYCR2	PYCR1
MLL3	KMT2C
HINT2	homodimer, HINT1, HINT3
Wikipedia:Articles for deletion/Jeffrey Boehm	Wikipedia:Articles for deletion/Jeffrey Boehm
JMJD2B	KDM4B
JMJD2A	KDM4A
JMJD2D	KDM4D
JARID1C	KDM5C
JARID1D	KDM5D
JMJD1B	KDM3B
EGP-1	TACSTD2
B7-H4	VTCN1
PD-L2	PDCD1LG2
IL-1RAcP	IL1RAP
IL-1Rrp2	IL1RL2
NSD3	WHSC1L1
RAP74	GTF2F1
NT5M	NT5C, NT5C
IMMP2L	peptidase
RAET1G	NKG2D
RAET1L	NKG2D
GPR99	OXGR1
MOBKL1B	MOB1A
MTHFD2L	MTHFD2, MTHFD1, MTHFD1L, MTHFD1, MTHFD1L, MTHFD2
SPAF	SPATA5
HKDC1	hexokinase, HK1, HK2, HK1, HK2, HK3
FRA1	FOSL1
FRA2	FOSL2
WNT13	WNT2B
WNT14	WNT9A
WNT15	WNT9B
PGAM2	PGAM1, SIRT2, SIRT2, PGAM1
CHCHD10	C1QBP, CLPX, FAF1, RNASEH1, ZNF444, KLF13
PCK2	ATF4, PCK1
PYGB	homodimer, PYGL, PYGL
PYGL	homodimer, PYGB, PP1, PYGB
TMCO4	FLT1
C12orf66	SZT2, SZT2, KRAS, DEPDC5
HSH2D	BLAST
CD32A	FCGR2A
RNASEH2C	RNASEH2A, RNASEH2B
KIAA1257	ACAD9, EFCC1, SOX11, NR5A1
TC-1	TC1
RETGC-1	GUCY2D
RETGC-2	GUCY2F
HERC3	RCC1, COPB1
Nomo	NOMO1
AIP1	WDR1
HNRPA2B1	HNRNPA2B1
SRSP1	SPATS1
CNTNAP1	CASPR
P190	CASPR
NRXN4	CASPR
KIAA0825	ILF3
HSPC300	BRK1
GORASP1	GRASP65
ZO2	ESPN
GORASP2	GRASP55
GOLPH6	GRASP55
GRS2	GRASP55
C19orf67	PRKACA, FOXP1, SOX5, SOX6, SOX4, MZF1, BLAST
FAM149B1	TBC1D3, YARS, FAM149A
GOLPH5	GRASP65
FAM137B	FAM71F2
MLL2	KMT2D
MSMO1	ERG25
FLRT1	FLRT2, FLRT3
CCBL1	KYAT1
CCDC5	HAUS1
CPSF3L	INTS11
ACG1A	TRIP11
CEV14	TRIP11
GMAP-210	TRIP11
GMAP210	TRIP11
TRIP-11	TRIP11
TRIP230	TRIP11
BICD	BICD1
AKAP-9	AKAP9
CG-NAP	AKAP9
HYPERION	AKAP9
PPP1R45	AKAP9
PRKA9	AKAP9
YOTIAO	AKAP9
GCC1P	GCC1
GCC88	GCC1
GCC185	GCC2
RANBP2L4	GCC2
REN53	GCC2
GCP60	ACBD3
GOCAP1	ACBD3
GOLPH1	ACBD3
PAP7	ACBD3
GOLGIN-45	BLZF1
JEM-1	BLZF1
JEM-1s	BLZF1
JEM1	BLZF1
GM88	GOLGA8A
GOLIM5	GOLGA5
RFG5	GOLGA5
GCP170	GOLGA3
MEA-2	GOLGA3
CRPF46	GOLGA4
GCP2	GOLGA4
MU-RMS-40.18	GOLGA4
NTKLBP1	GORAB
JAMIP2	JAKMIP2
NECC1	JAKMIP2
Jamip3	JAKMIP3
NECC2	JAKMIP3
ARA160	TMF1
CIP29	SARNP
DSCR2	PSMG1
DKFZP564O0823	PARM1
FAM54B	MTFR1L
FXC1	TIMM10B
FAM48A	SUPT20H
FAM21C	WASHC2C
FAM29A	HAUS6
GOLSYN	SYBU
CD223	LAG3
PGRMC2	PGRMC1
ZIP9	MAP3K9, ZIP1, SLC39A2, SLC39A3, TP53, GSK3B, GPRC6A
SLC39A9	ZIP9
ZIP-9	ZIP9
IRE1	ERN1
C3orf10	BRK1
RNUXA	PHAX
Wikipedia:Articles for deletion/William Wallace Lincoln	Wikipedia:Articles for deletion/William Wallace Lincoln
C6orf49	PRICKLE4
C6orf166	AKIRIN2
FAM65B	RIPOR2
HSD17B9	RDH5
C7orf67	MINDY4
C7orf16	PPP1R17
CYP24	CYP24A1
CYP46	CYP46A1
LRRC8B	LRRC8A, LRRC8C, LRRC8D, LRRC8E, LRRC8A, LRRC8D
LRRC8C	LRRC8A, LRRC8B, LRRC8D, LRRC8E, LRRC8A, LRRC8D, LRRC8A, LRRC8D
RSS	URI
DPP	DPP3, DPP4, DPP6, DPP7, DPP8, DPP9, DPP10
EMI	CBS
HIPPI	TERA
SOS	T
ATPase	ATP1A1, ATP1A2, ATP1A3, ATP1A4, ATP1B1, ATP1B2, ATP1B3, ATP1B4, ATP2A1, ATP2A2, ATP2A3, ATP2B1, ATP2B2, ATP2B3, ATP2B4, ATP2C1, ATP2C2, ATP5A1, ATP5B, ATP5C1, ATP5C2, ATP5D, ATP5E, ATP5F1, ATP5G1, ATP5G2, ATP5G3, ATP5H, ATP5I, ATP5J, ATP5J2, ATP5L, ATP5L2, ATP5O, ATP5S, ATP6AP1, ATP6AP2, ATP6V1A, ATP6V1B1, ATP6V1B2, ATP6V1C1, ATP6V1C2, ATP6V1D, ATP6V1E1, ATP6V1E2, ATP6V1F, ATP6V1G1, ATP6V1G2, ATP6V1G3, ATP6V1H, ATP6V0A1, ATP6V0A2, ATP6V0A4, ATP6V0B, ATP6V0C, ATP6V0D1, ATP6V0D2, ATP6V0E, ATP7A, ATP7B, ATP8A1, ATP8B1, ATP8B2, ATP8B3, ATP8B4, ATP9A, ATP9B, ATP10A, ATP10B, ATP10D, ATP11A, ATP11B, ATP11C, ATP12A, ATP13A1, ATP13A2, ATP13A3, ATP13A4, ATP13A5
OK	SMS
INXS	CBS
GNAT	SPARC
MIX	CPAN
STS-1	STS-2, STS-2, STS-2
STS-2	STS-1, STS-1, STS-1
